npz_path,audio_path,dataset,singer_id,technique,n_frames
ml_new/data/extracted_pyin/gtsinger/gtsinger_000015.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1110
ml_new/data/extracted_pyin/gtsinger/gtsinger_000021.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0007.wav,gtsinger,EN-Alto-1,breathy,654
ml_new/data/extracted_pyin/gtsinger/gtsinger_000020.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0006.wav,gtsinger,EN-Alto-1,breathy,768
ml_new/data/extracted_pyin/gtsinger/gtsinger_000023.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0009.wav,gtsinger,EN-Alto-1,breathy,619
ml_new/data/extracted_pyin/gtsinger/gtsinger_000018.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0004.wav,gtsinger,EN-Alto-1,breathy,1053
ml_new/data/extracted_pyin/gtsinger/gtsinger_000025.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0011.wav,gtsinger,EN-Alto-1,breathy,634
ml_new/data/extracted_pyin/gtsinger/gtsinger_000024.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0010.wav,gtsinger,EN-Alto-1,breathy,757
ml_new/data/extracted_pyin/gtsinger/gtsinger_000028.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,breathy,369
ml_new/data/extracted_pyin/gtsinger/gtsinger_000022.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0008.wav,gtsinger,EN-Alto-1,breathy,835
ml_new/data/extracted_pyin/gtsinger/gtsinger_000031.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,breathy,274
ml_new/data/extracted_pyin/gtsinger/gtsinger_000026.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0012.wav,gtsinger,EN-Alto-1,breathy,793
ml_new/data/extracted_pyin/gtsinger/gtsinger_000029.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,breathy,509
ml_new/data/extracted_pyin/gtsinger/gtsinger_000032.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,breathy,333
ml_new/data/extracted_pyin/gtsinger/gtsinger_000027.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Control_Group/0013.wav,gtsinger,EN-Alto-1,breathy,666
ml_new/data/extracted_pyin/gtsinger/gtsinger_000035.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0007.wav,gtsinger,EN-Alto-1,breathy,255
ml_new/data/extracted_pyin/gtsinger/gtsinger_000036.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0008.wav,gtsinger,EN-Alto-1,breathy,260
ml_new/data/extracted_pyin/gtsinger/gtsinger_000037.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0009.wav,gtsinger,EN-Alto-1,breathy,223
ml_new/data/extracted_pyin/gtsinger/gtsinger_000038.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0010.wav,gtsinger,EN-Alto-1,breathy,242
ml_new/data/extracted_pyin/gtsinger/gtsinger_000039.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0011.wav,gtsinger,EN-Alto-1,breathy,253
ml_new/data/extracted_pyin/gtsinger/gtsinger_000041.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0013.wav,gtsinger,EN-Alto-1,breathy,188
ml_new/data/extracted_pyin/gtsinger/gtsinger_000033.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0005.wav,gtsinger,EN-Alto-1,breathy,575
ml_new/data/extracted_pyin/gtsinger/gtsinger_000034.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0006.wav,gtsinger,EN-Alto-1,breathy,557
ml_new/data/extracted_pyin/gtsinger/gtsinger_000040.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0012.wav,gtsinger,EN-Alto-1,breathy,358
ml_new/data/extracted_pyin/gtsinger/gtsinger_000030.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/all is found/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,breathy,1455
ml_new/data/extracted_pyin/gtsinger/gtsinger_000044.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Breathy_Group/0002.wav,gtsinger,EN-Alto-1,breathy,862
ml_new/data/extracted_pyin/gtsinger/gtsinger_000045.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Breathy_Group/0003.wav,gtsinger,EN-Alto-1,breathy,876
ml_new/data/extracted_pyin/gtsinger/gtsinger_000042.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Breathy_Group/0000.wav,gtsinger,EN-Alto-1,breathy,1036
ml_new/data/extracted_pyin/gtsinger/gtsinger_000049.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Control_Group/0002.wav,gtsinger,EN-Alto-1,breathy,877
ml_new/data/extracted_pyin/gtsinger/gtsinger_000047.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Control_Group/0000.wav,gtsinger,EN-Alto-1,breathy,1006
ml_new/data/extracted_pyin/gtsinger/gtsinger_000050.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Control_Group/0003.wav,gtsinger,EN-Alto-1,breathy,863
ml_new/data/extracted_pyin/gtsinger/gtsinger_000046.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Breathy_Group/0004.wav,gtsinger,EN-Alto-1,breathy,1091
ml_new/data/extracted_pyin/gtsinger/gtsinger_000052.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,breathy,458
ml_new/data/extracted_pyin/gtsinger/gtsinger_000054.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,breathy,600
ml_new/data/extracted_pyin/gtsinger/gtsinger_000055.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,breathy,577
ml_new/data/extracted_pyin/gtsinger/gtsinger_000043.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Breathy_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1778
ml_new/data/extracted_pyin/gtsinger/gtsinger_000053.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,breathy,888
ml_new/data/extracted_pyin/gtsinger/gtsinger_000056.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,breathy,744
ml_new/data/extracted_pyin/gtsinger/gtsinger_000048.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Control_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1759
ml_new/data/extracted_pyin/gtsinger/gtsinger_000057.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0000.wav,gtsinger,EN-Alto-1,breathy,797
ml_new/data/extracted_pyin/gtsinger/gtsinger_000051.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/god is a girl/Control_Group/0004.wav,gtsinger,EN-Alto-1,breathy,1191
ml_new/data/extracted_pyin/gtsinger/gtsinger_000058.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0001.wav,gtsinger,EN-Alto-1,breathy,849
ml_new/data/extracted_pyin/gtsinger/gtsinger_000060.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0003.wav,gtsinger,EN-Alto-1,breathy,611
ml_new/data/extracted_pyin/gtsinger/gtsinger_000064.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0007.wav,gtsinger,EN-Alto-1,breathy,466
ml_new/data/extracted_pyin/gtsinger/gtsinger_000061.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0004.wav,gtsinger,EN-Alto-1,breathy,684
ml_new/data/extracted_pyin/gtsinger/gtsinger_000059.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0002.wav,gtsinger,EN-Alto-1,breathy,1103
ml_new/data/extracted_pyin/gtsinger/gtsinger_000062.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0005.wav,gtsinger,EN-Alto-1,breathy,817
ml_new/data/extracted_pyin/gtsinger/gtsinger_000065.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0008.wav,gtsinger,EN-Alto-1,breathy,706
ml_new/data/extracted_pyin/gtsinger/gtsinger_000067.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0010.wav,gtsinger,EN-Alto-1,breathy,700
ml_new/data/extracted_pyin/gtsinger/gtsinger_000068.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0011.wav,gtsinger,EN-Alto-1,breathy,861
ml_new/data/extracted_pyin/gtsinger/gtsinger_000066.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0009.wav,gtsinger,EN-Alto-1,breathy,1065
ml_new/data/extracted_pyin/gtsinger/gtsinger_000063.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0006.wav,gtsinger,EN-Alto-1,breathy,1200
ml_new/data/extracted_pyin/gtsinger/gtsinger_000071.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0000.wav,gtsinger,EN-Alto-1,breathy,836
ml_new/data/extracted_pyin/gtsinger/gtsinger_000070.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0013.wav,gtsinger,EN-Alto-1,breathy,842
ml_new/data/extracted_pyin/gtsinger/gtsinger_000069.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Breathy_Group/0012.wav,gtsinger,EN-Alto-1,breathy,1096
ml_new/data/extracted_pyin/gtsinger/gtsinger_000072.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0001.wav,gtsinger,EN-Alto-1,breathy,843
ml_new/data/extracted_pyin/gtsinger/gtsinger_000073.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0002.wav,gtsinger,EN-Alto-1,breathy,781
ml_new/data/extracted_pyin/gtsinger/gtsinger_000075.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0004.wav,gtsinger,EN-Alto-1,breathy,691
ml_new/data/extracted_pyin/gtsinger/gtsinger_000074.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0003.wav,gtsinger,EN-Alto-1,breathy,941
ml_new/data/extracted_pyin/gtsinger/gtsinger_000076.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0005.wav,gtsinger,EN-Alto-1,breathy,811
ml_new/data/extracted_pyin/gtsinger/gtsinger_000078.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0007.wav,gtsinger,EN-Alto-1,breathy,710
ml_new/data/extracted_pyin/gtsinger/gtsinger_000079.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0008.wav,gtsinger,EN-Alto-1,breathy,704
ml_new/data/extracted_pyin/gtsinger/gtsinger_000081.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0010.wav,gtsinger,EN-Alto-1,breathy,707
ml_new/data/extracted_pyin/gtsinger/gtsinger_000087.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,breathy,306
ml_new/data/extracted_pyin/gtsinger/gtsinger_000077.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0006.wav,gtsinger,EN-Alto-1,breathy,1112
ml_new/data/extracted_pyin/gtsinger/gtsinger_000082.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0011.wav,gtsinger,EN-Alto-1,breathy,860
ml_new/data/extracted_pyin/gtsinger/gtsinger_000085.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,breathy,659
ml_new/data/extracted_pyin/gtsinger/gtsinger_000084.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0013.wav,gtsinger,EN-Alto-1,breathy,812
ml_new/data/extracted_pyin/gtsinger/gtsinger_000080.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0009.wav,gtsinger,EN-Alto-1,breathy,1059
ml_new/data/extracted_pyin/gtsinger/gtsinger_000088.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,breathy,346
ml_new/data/extracted_pyin/gtsinger/gtsinger_000090.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0005.wav,gtsinger,EN-Alto-1,breathy,272
ml_new/data/extracted_pyin/gtsinger/gtsinger_000086.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,breathy,684
ml_new/data/extracted_pyin/gtsinger/gtsinger_000089.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,breathy,384
ml_new/data/extracted_pyin/gtsinger/gtsinger_000083.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Control_Group/0012.wav,gtsinger,EN-Alto-1,breathy,1097
ml_new/data/extracted_pyin/gtsinger/gtsinger_000095.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0010.wav,gtsinger,EN-Alto-1,breathy,185
ml_new/data/extracted_pyin/gtsinger/gtsinger_000092.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0007.wav,gtsinger,EN-Alto-1,breathy,423
ml_new/data/extracted_pyin/gtsinger/gtsinger_000091.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0006.wav,gtsinger,EN-Alto-1,breathy,528
ml_new/data/extracted_pyin/gtsinger/gtsinger_000098.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0013.wav,gtsinger,EN-Alto-1,breathy,333
ml_new/data/extracted_pyin/gtsinger/gtsinger_000097.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0012.wav,gtsinger,EN-Alto-1,breathy,402
ml_new/data/extracted_pyin/gtsinger/gtsinger_000093.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0008.wav,gtsinger,EN-Alto-1,breathy,607
ml_new/data/extracted_pyin/gtsinger/gtsinger_000094.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0009.wav,gtsinger,EN-Alto-1,breathy,583
ml_new/data/extracted_pyin/gtsinger/gtsinger_000096.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/innocence/Paired_Speech_Group/0011.wav,gtsinger,EN-Alto-1,breathy,506
ml_new/data/extracted_pyin/gtsinger/gtsinger_000099.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0000.wav,gtsinger,EN-Alto-1,breathy,916
ml_new/data/extracted_pyin/gtsinger/gtsinger_000102.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0003.wav,gtsinger,EN-Alto-1,breathy,765
ml_new/data/extracted_pyin/gtsinger/gtsinger_000104.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0005.wav,gtsinger,EN-Alto-1,breathy,688
ml_new/data/extracted_pyin/gtsinger/gtsinger_000101.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0002.wav,gtsinger,EN-Alto-1,breathy,933
ml_new/data/extracted_pyin/gtsinger/gtsinger_000105.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0006.wav,gtsinger,EN-Alto-1,breathy,734
ml_new/data/extracted_pyin/gtsinger/gtsinger_000103.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0004.wav,gtsinger,EN-Alto-1,breathy,980
ml_new/data/extracted_pyin/gtsinger/gtsinger_000106.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0000.wav,gtsinger,EN-Alto-1,breathy,846
ml_new/data/extracted_pyin/gtsinger/gtsinger_000108.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0002.wav,gtsinger,EN-Alto-1,breathy,932
ml_new/data/extracted_pyin/gtsinger/gtsinger_000100.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Breathy_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1538
ml_new/data/extracted_pyin/gtsinger/gtsinger_000109.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0003.wav,gtsinger,EN-Alto-1,breathy,744
ml_new/data/extracted_pyin/gtsinger/gtsinger_000110.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0004.wav,gtsinger,EN-Alto-1,breathy,725
ml_new/data/extracted_pyin/gtsinger/gtsinger_000111.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0005.wav,gtsinger,EN-Alto-1,breathy,705
ml_new/data/extracted_pyin/gtsinger/gtsinger_000107.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1363
ml_new/data/extracted_pyin/gtsinger/gtsinger_000115.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,breathy,505
ml_new/data/extracted_pyin/gtsinger/gtsinger_000112.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Control_Group/0006.wav,gtsinger,EN-Alto-1,breathy,774
ml_new/data/extracted_pyin/gtsinger/gtsinger_000117.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,breathy,319
ml_new/data/extracted_pyin/gtsinger/gtsinger_000113.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,breathy,772
ml_new/data/extracted_pyin/gtsinger/gtsinger_000116.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,breathy,549
ml_new/data/extracted_pyin/gtsinger/gtsinger_000118.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0005.wav,gtsinger,EN-Alto-1,breathy,442
ml_new/data/extracted_pyin/gtsinger/gtsinger_000114.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,breathy,852
ml_new/data/extracted_pyin/gtsinger/gtsinger_000119.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/let it go/Paired_Speech_Group/0006.wav,gtsinger,EN-Alto-1,breathy,472
ml_new/data/extracted_pyin/gtsinger/gtsinger_000122.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Breathy_Group/0002.wav,gtsinger,EN-Alto-1,breathy,785
ml_new/data/extracted_pyin/gtsinger/gtsinger_000129.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,breathy,478
ml_new/data/extracted_pyin/gtsinger/gtsinger_000126.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Control_Group/0002.wav,gtsinger,EN-Alto-1,breathy,756
ml_new/data/extracted_pyin/gtsinger/gtsinger_000128.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,breathy,623
ml_new/data/extracted_pyin/gtsinger/gtsinger_000124.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Control_Group/0000.wav,gtsinger,EN-Alto-1,breathy,1029
ml_new/data/extracted_pyin/gtsinger/gtsinger_000121.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Breathy_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1175
ml_new/data/extracted_pyin/gtsinger/gtsinger_000130.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,breathy,363
ml_new/data/extracted_pyin/gtsinger/gtsinger_000120.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Breathy_Group/0000.wav,gtsinger,EN-Alto-1,breathy,1255
ml_new/data/extracted_pyin/gtsinger/gtsinger_000125.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Control_Group/0001.wav,gtsinger,EN-Alto-1,breathy,1100
ml_new/data/extracted_pyin/gtsinger/gtsinger_000123.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Breathy_Group/0003.wav,gtsinger,EN-Alto-1,breathy,1637
ml_new/data/extracted_pyin/gtsinger/gtsinger_000135.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/safe and sound/Breathy_Group/0003.wav,gtsinger,EN-Alto-1,breathy,684
ml_new/data/extracted_pyin/gtsinger/gtsinger_000132.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/safe and sound/Breathy_Group/0000.wav,gtsinger,EN-Alto-1,breathy,929
ml_new/data/extracted_pyin/gtsinger/gtsinger_000136.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/safe and sound/Breathy_Group/0004.wav,gtsinger,EN-Alto-1,breathy,709
ml_new/data/extracted_pyin/gtsinger/gtsinger_000131.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/once up a dream/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,breathy,1014
ml_new/data/extracted_pyin/gtsinger/gtsinger_000138.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Breathy/safe and sound/Breathy_Group/0006.wav,gtsinger,EN-Alto-1,breathy,712
